"project","forked","stars","forks","watchers","repoAvailable","parentProject","rootProject","mainRepo","cloneUrl","lastUpdate","numberOfCommits","numberOfTags","numberOfContributors","jmhVersion","numberOfBenchmarks","javaTarget","javaSource","firstBenchmarkFound","lastCommit","lastCommitHash","defaultBranch"
"Devexperts/dlcheck","false","53","1","11","true","","Devexperts/dlcheck","true","https://github.com/Devexperts/dlcheck.git","2019-06-28T10:05:47Z","12","5","2","1.16","7","1.8","1.8","1483225200","1549004023","9d37cabf622a974cdbafcd9c313608cd4fa66a07","master"
"Gilandel/utils-commons","false","0","0","1","true","","Gilandel/utils-commons","true","https://github.com/Gilandel/utils-commons.git","2018-07-02T17:45:23Z","165","21","1","","7","","","1490997600","1530553517","a3aa871b5d8ee22e095827cd6fd1b6c642bbccd4","master"
"smelc/SquidLib","false","","","","false","","","","","","","","","","","","","","","","master"
"ben-manes/caffeine","false","6360","576","345","true","","ben-manes/caffeine","true","https://github.com/ben-manes/caffeine.git","2019-08-20T15:14:35Z","1097","40","27","","39","","1.8","1420066800","1565332617","a915558ec085cb77233a4b342e883e5cb85eacfa","master"
"epickrram/jvm-warmup-talk","false","0","2","2","true","","epickrram/jvm-warmup-talk","true","https://github.com/epickrram/jvm-warmup-talk.git","2016-02-09T08:57:51Z","24","0","1","01.11.2002","4","1.8","1.8","1454281200","1458147370","0413216f7ef25df440bb94263b89c83e3b179e7f","master"
"svashisth/java-perv","true","0","0","1","true","gvsmirnov/java-perv","gvsmirnov/java-perv","","https://github.com/svashisth/java-perv.git","2015-09-22T23:37:48Z","81","0","1","01.06.2001","32","","1.8","","","4824e6589bcc0e69bf6f2509fab93c50b524d108","master"
"tdunning/t-digest-benchmark","false","7","3","2","true","","tdunning/t-digest-benchmark","true","https://github.com/tdunning/t-digest-benchmark.git","2018-01-21T09:47:02Z","23","0","2","1.17.3","4","1.7","1.7","1483225200","1495134603","6e6f128577613785bddb4ab87fa1c2141bb159e0","master"
"CrispOSS/prime-sieves","false","0","1","5","true","","CrispOSS/prime-sieves","true","https://github.com/CrispOSS/prime-sieves.git","2015-05-26T15:34:39Z","23","0","2","01.10.2002","2","1.8","1.8","1433109600","1438174872","927410b3749e44696fd67e28893a7199d2b22223","master"
"marcust/stagemonitor","true","0","0","1","true","stagemonitor/stagemonitor","stagemonitor/stagemonitor","","https://github.com/marcust/stagemonitor.git","2015-09-03T12:42:13Z","805","30","5","","7","1.6","1.6","","","21190f9a27b10a15b52c5eb9f3418a6d07fd7c4a","master"
"neo4j-contrib/neo4j-jdbc","true","79","41","28","true","larusba/neo4j-jdbc","larusba/neo4j-jdbc","true","https://github.com/neo4j-contrib/neo4j-jdbc.git","2019-08-14T03:40:52Z","377","14","16","1.19","7","","","1459461600","1566408202","51c245cf8ba72de85fddbabf9f4b9d011c56cbcc","3.4"
"fizzed/template-benchmark","true","5","4","1","true","mbosecke/template-benchmark","mbosecke/template-benchmark","","https://github.com/fizzed/template-benchmark.git","2019-02-25T01:57:01Z","33","0","4","01.07.2001","7","1.7","1.7","","","438f27b04361a82fc81658d5fe4fc5bef5502d36","master"
"pcadabam/gobblin","true","0","0","1","true","apache/incubator-gobblin","apache/incubator-gobblin","","https://github.com/pcadabam/gobblin.git","2016-01-28T20:06:08Z","4752","0","59","1.17.3","7","","","","","8f27595100f9dbd16151dd587ac9463cec809341","master"
"automenta/narchy","false","","","","false","","","","","","","","","","","","","","","",""
"leveyj/ignite","true","0","0","1","true","apache/ignite","apache/ignite","","https://github.com/leveyj/ignite.git","2016-09-14T11:20:54Z","18233","47","70","1.13","7","1.7","1.7","","","ca164446830067fa2204022fe1efd8899367b2da","master"
"zhoupan/feign","true","0","0","1","true","OpenFeign/feign","OpenFeign/feign","","https://github.com/zhoupan/feign.git","2016-07-14T03:06:54Z","369","56","31","01.10.2005","7","","1.6","","","11bdf20fc2858757a3013f63a4f18cf65f695ec5","master"
"jmnarloch/feign","true","0","0","1","true","OpenFeign/feign","OpenFeign/feign","","https://github.com/jmnarloch/feign.git","2016-04-24T14:42:46Z","450","47","43","01.11.2002","7","1.8","1.6","","","dacc70745568b834b51682440728c34c7523ae76","master"
"jcanizales/grpc-java","true","0","0","1","true","grpc/grpc-java","grpc/grpc-java","","https://github.com/jcanizales/grpc-java.git","2015-03-03T06:56:43Z","527","0","24","01.07.2001","7","1.6","1.6","","","0782c0408dac8e429c8bb31ba3d0005d65728007","master"
"penuel-leo/druid","true","0","0","1","true","apache/incubator-druid","apache/incubator-druid","","https://github.com/penuel-leo/druid.git","2018-07-06T15:32:36Z","5621","364","66","01.09.2002","7","1.6","","","","335d0df401616bce05779dea8b41d0dc6729f75c","master"
"didvae/feign","true","0","0","0","true","OpenFeign/feign","OpenFeign/feign","","https://github.com/didvae/feign.git","2016-07-14T03:06:54Z","354","52","28","01.10.2003","7","","1.6","","","9d35f8567849a4056256ff8c23226bddff23170b","master"
"sdgdsffdsfff/stagemonitor","true","0","0","1","true","stagemonitor/stagemonitor","stagemonitor/stagemonitor","","https://github.com/sdgdsffdsfff/stagemonitor.git","2015-09-02T01:06:54Z","793","30","5","","7","1.6","1.6","","","fcd93944c67e8f34a62b377e661a79055eaa9530","master"
"prembasumatary/feign","true","0","0","1","true","OpenFeign/feign","OpenFeign/feign","","https://github.com/prembasumatary/feign.git","2016-07-14T03:06:53Z","347","39","29","1.8","7","","1.6","","","f1d3355099ed42f059ebc1384dbe5dee4187061b","master"
"Echo19890615/feign","true","0","0","1","true","OpenFeign/feign","OpenFeign/feign","","https://github.com/zhujf1989/feign.git","2017-04-25T02:36:36Z","544","87","71","01.11.2002","7","1.8","1.6","","","b269992e88e7022cf39272c4e41dc6102e550acc","master"
"FrEaKmAn/feign","true","0","0","1","true","OpenFeign/feign","OpenFeign/feign","","https://github.com/FrEaKmAn/feign.git","2016-07-14T03:06:54Z","372","57","32","01.10.2005","7","","1.6","","","a9a1f3e9b1d3ed7aca4a6bfda66f0206d5930278","master"
"spencergibb/feign","true","0","0","1","true","OpenFeign/feign","OpenFeign/feign","","https://github.com/spencergibb/feign.git","2016-07-14T03:06:53Z","312","39","20","1.8","7","","1.6","","","27dc3739a01dbbffb595e80047fe580ef03550b6","master"
"bstick12/feign","true","0","0","0","true","OpenFeign/feign","OpenFeign/feign","","https://github.com/bstick12/feign.git","2016-07-14T03:06:53Z","353","34","28","01.10.2003","7","","1.6","","","79a106f79b2a17805678ede602f4210abd48582f","master"
"openedbox/feign","true","0","0","1","true","OpenFeign/feign","OpenFeign/feign","","https://github.com/openedbox/feign.git","2016-07-14T03:06:54Z","346","48","28","1.8","7","","1.6","","","c5ee6034ba0c1d8c3f7a6259175c59d6661273e7","master"
"gorcz/feign","true","0","0","1","true","OpenFeign/feign","OpenFeign/feign","","https://github.com/gorcz/feign.git","2016-07-14T03:06:53Z","325","43","23","1.8","7","","1.6","","","1705c150463fc46fcef853958dcc1d1f6604eaf2","master"
"olkulyk/feign","true","0","0","1","true","OpenFeign/feign","OpenFeign/feign","","https://github.com/olkulyk/feign.git","2016-07-14T03:06:54Z","353","52","28","01.10.2003","7","","1.6","","","79a106f79b2a17805678ede602f4210abd48582f","master"
"ddteeter/feign","true","0","0","0","true","OpenFeign/feign","OpenFeign/feign","","https://github.com/ddteeter/feign.git","2016-07-14T03:06:54Z","359","54","29","01.10.2005","7","","1.6","","","a1754a2269f089cac17171e0543ddee58a871b36","master"
"MaridProject/typedmap","false","0","0","1","true","","MaridProject/typedmap","true","https://github.com/MaridProject/typedmap.git","2017-04-05T17:54:45Z","107","3","1","1.19","7","1.8","1.8","1490997600","1496072341","3df3109819e19a038c4bca835194dfdc0c03b6a3","master"
"LiveMyKarma/Finalizer","false","0","0","1","true","","LiveMyKarma/Finalizer","true","https://github.com/LiveMyKarma/Finalizer.git","2016-08-04T04:02:00Z","23","0","1","1.13","2","1.8","","1472680800","1490025098","f0aaaaece033f5454ced0860175d0963d35c3989","master"
"melix/jmh-gradle-plugin","false","333","49","21","true","","melix/jmh-gradle-plugin","true","https://github.com/melix/jmh-gradle-plugin.git","2019-08-19T15:11:47Z","292","18","19","","7","1.8","1.8","1420066800","1564745238","4dd1a53873e82007b847a18d555d5555bb105239","master"
"epickrram/lock-contention","false","0","0","1","true","","epickrram/lock-contention","true","https://github.com/epickrram/lock-contention.git","2016-11-29T06:37:34Z","23","0","1","1.17.2","1","1.8","1.8","1483166617","1483166617","a82880ce12287cf5c6d8b8f15766d5ed9d1ed8d4","master"
"rslemos/pet-grammars","false","0","0","1","true","","rslemos/pet-grammars","true","https://github.com/rslemos/pet-grammars.git","2016-12-21T15:44:01Z","23","0","1","01.11.2003","1","1.6","1.6","1444392966","1490110679","640118eb095fa0a54d82ab719c7c3a8522649250","master"
"paritytrading/parity","false","366","144","55","true","","paritytrading/parity","true","https://github.com/paritytrading/parity.git","2019-08-16T20:11:51Z","869","7","7","1.19","7","","","1470002400","1563641120","437cad8f3348617142dd312e4afd9f4054658cf8","master"
"protobufel/protobuf-el","false","11","0","2","true","","protobufel/protobuf-el","true","https://github.com/protobufel/protobuf-el.git","2019-01-28T06:53:14Z","57","1","1","01.01.2001","7","1.7","1.7","1414905082","1499191325","3a600e2f7a8e74b637f44eee0331ef6e57e7441c","master"
"s4ke/moar","false","13","1","3","true","","s4ke/moar","true","https://github.com/s4ke/moar.git","2019-07-15T21:08:06Z","160","8","1","1.17.2","7","1.8","1.8","1483225200","1512132366","081fad611d9f8d711eb464b13c014ed4ddd6f22b","master"
"komiya-atsushi/fast-rng-java","false","13","0","1","true","","komiya-atsushi/fast-rng-java","true","https://github.com/komiya-atsushi/fast-rng-java.git","2019-04-23T14:54:44Z","69","7","1","","25","1.8","1.8","1467324000","1556031276","e553b95c3ae5e82c128d38bcde2d3644c3fa9e29","master"
"finn-no/serdes-shootout","false","0","2","33","true","","finn-no/serdes-shootout","true","https://github.com/finn-no/serdes-shootout.git","2015-05-08T18:18:11Z","22","0","3","01.09.2003","11","","","1432636395","1432636395","cd6c9f33096e03c1f18f3aa7ac6808acf7bbd890","master"
"rxin/jvm-unsafe-utils","false","51","14","15","true","","rxin/jvm-unsafe-utils","true","https://github.com/rxin/jvm-unsafe-utils.git","2019-07-23T06:21:14Z","22","0","1","01.06.2002","3","1.6","1.6","1425797963","1425797963","1b01a637df9e77f719fd8911ea921358e4d6c383","master"
"coder-press/crazy-soap","false","0","1","3","true","","coder-press/crazy-soap","true","https://github.com/coder-press/crazy-soap.git","2015-09-23T22:25:17Z","22","0","1","01.10.2005","2","1.7","1.7","1443129163","1443129163","fd29da112007cd4369b4759bf286921a6c776824","master"
"apache/kafka","false","13291","7077","1024","true","","apache/kafka","true","https://github.com/apache/kafka.git","2019-08-20T17:17:35Z","6511","112","341","","6","1.8","1.8","1490997600","1566455360","e4215c17846d8790712ee1764f3f852d99d3fc3a","trunk"
"batterseapower/btreemap","false","8","0","1","true","","batterseapower/btreemap","true","https://github.com/batterseapower/btreemap.git","2019-05-08T22:10:30Z","60","5","1","1.17.3","6","","1.8","1483225200","1557353423","2250adb60d3c88990313cf450734c65980e9f404","master"
"codahale/gimli","false","2","1","1","true","","codahale/gimli","true","https://github.com/codahale/gimli.git","2019-07-25T13:54:42Z","71","4","1","","6","","","1522533600","1554003549","6c9107f7db71aebe76cc7403c930bdf9be6d1eef","master"
"codahale/xsalsa20poly1305","false","24","1","5","true","","codahale/xsalsa20poly1305","true","https://github.com/codahale/xsalsa20poly1305.git","2019-07-25T13:56:25Z","147","10","1","","6","","","1493589600","1554003346","f3c1ab2f05b17df137ed8fbb66da2b417066729a","master"
"jayjaylab-benchmark/retrofitvsokhttp","false","0","0","1","true","","jayjaylab-benchmark/retrofitvsokhttp","true","https://github.com/jayjaylab-benchmark/retrofitvsokhttp.git","2016-07-07T02:24:21Z","22","0","1","1.12","2","1.6","","1470002400","1473387940","2c0abf064d50d7c64dc38b37c27b0b70062837eb","master"
"d0k1/acache","false","1","0","1","true","","d0k1/acache","true","https://github.com/d0k1/acache.git","2019-08-18T16:52:36Z","30","1","2","01.11.2001","6","1.8","1.8","1443650400","1466446482","1407ffe39e28e746cb9cbc0d653c3723e0ccc501","master"
"thymeleaf/thymeleaf-benchmarks","false","2","2","4","true","","thymeleaf/thymeleaf-benchmarks","true","https://github.com/thymeleaf/thymeleaf-benchmarks.git","2019-08-16T02:36:22Z","21","0","2","1.12","20","1.5","1.5","1431645065","1496055289","6852b274e0507c26c843279e752efb6d70f95815","master"
"nitsanw/jmh-samples","false","67","23","4","true","","nitsanw/jmh-samples","true","https://github.com/nitsanw/jmh-samples.git","2019-08-18T16:32:22Z","21","0","1","1.8","19","1.8","1.8","1404165600","1428746072","2dd70262e47bce32f9bf07723717505fbec1e332","master"
"michaelhixson/jmh-benchmark-listof","false","0","0","1","true","","michaelhixson/jmh-benchmark-listof","true","https://github.com/michaelhixson/jmh-benchmark-listof.git","2015-11-08T23:18:43Z","20","0","1","01.11.2002","44","1.8","","1447212262","1447212262","767125812442b1ffd3b29461d81dcbe5a7b768b6","master"
"pink-lucifer/preresearch","false","","","","false","","","","","","","","","","","","","","","",""
"FIXTradingCommunity/silverflash","false","15","4","13","true","","FIXTradingCommunity/silverflash","true","https://github.com/FIXTradingCommunity/silverflash.git","2019-04-23T05:11:39Z","60","2","1","1.13","6","1.8","1.8","1443650400","1476110243","65b0d9fb4c24f5086420f45f8fc3a66ec8fd25a4","master"
"rjdkolb/vmbenchmarks","false","0","4","1","true","","rjdkolb/vmbenchmarks","","https://github.com/rjdkolb/vmbenchmarks.git","2018-03-30T18:29:28Z","20","0","2","1.2","26","1.8","","","","e0069b8f725598977e92c9ffa4360bfebaf8321b","master"
"prasanthj/hasher","false","10","6","2","true","","prasanthj/hasher","true","https://github.com/prasanthj/hasher.git","2019-06-03T08:51:37Z","20","0","1","1.2","18","1.7","","1420066800","1493747359","f988b7c0c9cc2a387982df5579bacd26020cc5b7","master"
"huxi/sulky","false","51","7","4","true","","huxi/sulky","true","https://github.com/huxi/sulky.git","2019-08-15T10:59:16Z","979","21","2","1.17.4","6","1.6","1.6","1483225200","1565866726","ac397041e4d16772a217a88f3e0e152ad08aafdc","master"
"jvcaquino/DC-UFSCar-ES2-201601-Grupo6","false","0","0","4","true","","jvcaquino/DC-UFSCar-ES2-201601-Grupo6","true","https://github.com/jvcaquino/DC-UFSCar-ES2-201601-Grupo6.git","2016-06-07T13:07:26Z","20","0","4","","4","1.8","1.8","1465304393","1466524241","d5f652d3b7632fc1340aeaafc1d8ffdee1728a28","master"
"mbosecke/pebble-benchmark","false","0","1","1","true","","mbosecke/pebble-benchmark","true","https://github.com/mbosecke/pebble-benchmark.git","2016-08-08T06:34:03Z","20","0","2","01.06.2001","3","1.7","1.7","1424841495","1424841495","7856dee4af0b7d9583afa165f86c6a9f76b911e7","master"
"kaazing/gateway","false","121","82","58","true","","kaazing/gateway","true","https://github.com/kaazing/gateway.git","2019-08-20T08:58:08Z","5732","67","35","1.14","6","1.8","1.8","1480546800","1518580977","06017b19273109b3b992e528e702586446168d57","develop"
"mdhorton/experiments","false","0","0","0","true","","mdhorton/experiments","true","https://github.com/mdhorton/experiments.git","2015-07-12T13:28:55Z","19","0","1","","54","","","1438380000","1446293220","8c3577576abbf01175016ce2e9948c98d03e02d3","master"
"AOSP-YU/platform-external-okhttp","false","","","","false","","","","","","","","","","","","","","","",""
"CyanogenMod/android-external-okhttp","false","","","","false","","","","","","","","","","","","","","","",""
"russgray/client-java","false","","","","false","","","","","","","","","","","","","","","",""
"keystrokex/htm-java","false","","","","false","","","","","","","","","","","","","","","",""
"WANdisco/amplab-hive","true","0","0","26","true","amplab/hive","apache/hive","","https://github.com/WANdisco/hive.git","2017-02-18T16:48:39Z","5828","3","13","01.04.2001","6","1.7","1.7","","","b87aca2d88dac079ea91378ecb8bf009eee4af66","trunk"
"mnuessler/metrics","true","0","0","1","true","dropwizard/metrics","dropwizard/metrics","","https://github.com/mnuessler/metrics.git","2015-05-08T17:39:18Z","1972","52","119","01.01.2001","6","1.6","1.6","","","509d1207fe124fec9ce6f5c45052d4da82e157e6","jmx-wildcards"
"shahankhatch/aurora","true","0","0","0","true","apache/aurora","apache/aurora","","https://github.com/shahankhatch/aurora.git","2015-09-09T03:36:12Z","3104","5","48","01.07.2001","6","","","","","277382633fafa2e2aa17d6bf49c09df8a459025d","master"
"dmitryleskov/algs4bench","false","0","0","1","true","","dmitryleskov/algs4bench","true","https://github.com/dmitryleskov/algs4bench.git","2014-09-26T07:24:25Z","19","0","1","1.1","23","1.7","1.7","1411718158","1411718158","718c603050cf4d0680455aa684a0976e4980a64e","master"
"tempbottle/netty-zmtp","true","0","0","1","true","spotify/netty-zmtp","spotify/netty-zmtp","","https://github.com/tempbottle/netty-zmtp.git","2015-08-30T09:30:51Z","264","7","2","01.09.2003","6","1.6","1.6","","","23c955950b51a4919e04833dba90f4d7d1bbe522","master"
"stanculescu/gateway","true","0","0","1","true","kaazing/gateway","kaazing/gateway","","https://github.com/stanculescu/gateway.git","2016-11-29T08:43:50Z","5638","61","35","1.14","6","1.8","1.8","","","6afb5b47db99e224bbc080c24894c46789e8be41","develop"
