project;commit;benchmark;params;< 3%;< 2%;< 1%;< 0.5%
apache/logging-log4j2;;org.apache.logging.log4j.perf.jmh.AsyncAppenderLog4j1Benchmark.throughput11Params;;7;8;24;27
apache/logging-log4j2;;org.apache.logging.log4j.perf.jmh.AsyncAppenderLog4j2Benchmark.throughput3Params;configFileName=perf5AsyncApndXferQNoLoc-noOpAppender.xml;12;22;24;25
apache/logging-log4j2;;org.apache.logging.log4j.perf.jmh.AsyncAppenderLog4j2Benchmark.throughput8Params;configFileName=perf5AsyncApndMpscQNoLoc-noOpAppender.xml;14;16;24;25
apache/logging-log4j2;;org.apache.logging.log4j.perf.jmh.AsyncAppenderLog4j2Benchmark.throughput4Params;configFileName=perf5AsyncApndNoLoc-noOpAppender.xml;16;17;24;24
apache/logging-log4j2;;org.apache.logging.log4j.perf.jmh.ConcurrentAsyncLoggerToFileBenchmark.singleLoggingThread;asyncLoggerType=ASYNC_CONTEXT,queueFullPolicy=ENQUEUE_UNSYNCHRONIZED;8;20;23;38
ReactiveX/RxJava;;io.reactivex.xmapz.FlowableConcatMapSinglePerf.flowableConvert;count=100000;7;7;23;38
ReactiveX/RxJava;;io.reactivex.FlattenRangePerf.observable;times=10;11;15;23;37
ReactiveX/RxJava;;io.reactivex.XMapYPerf.obsFlatMapIterableAsObs1;times=100;11;15;23;37
apache/logging-log4j2;;org.apache.logging.log4j.perf.jmh.TextEncoderHelperBenchmark.stringGetBytes;;8;8;23;36
ReactiveX/RxJava;;io.reactivex.XMapYPerf.flowFlatMapIterable1;times=10000;8;9;23;36
ReactiveX/RxJava;;io.reactivex.XMapYPerf.obsFlatMapIterableAsObs1;times=1000;11;15;23;36
ReactiveX/RxJava;;io.reactivex.FlattenRangePerf.flowable;times=100000;11;13;23;35
ReactiveX/RxJava;;io.reactivex.xmapz.FlowableConcatMapMaybeEmptyPerf.flowablePlain;count=1;11;15;23;35
ReactiveX/RxJava;;io.reactivex.xmapz.ObservableFlatMapMaybePerf.observablePlain;count=100;12;15;23;35
ReactiveX/RxJava;;io.reactivex.xmapz.ObservableSwitchMapCompletablePerf.observableDedicated;count=100;12;15;23;35
apache/logging-log4j2;;org.apache.logging.log4j.perf.jmh.ThreadContextBenchmark.legacyInjectWithProperties;count=50,threadContextMapAlias=CopySortedArray;11;16;23;33
apache/logging-log4j2;;org.apache.logging.log4j.perf.jmh.ConcurrentAsyncLoggerToFileBenchmark.singleLoggingThread;asyncLoggerType=ASYNC_CONTEXT,queueFullPolicy=ENQUEUE;11;16;23;31
apache/logging-log4j2;;org.apache.logging.log4j.perf.jmh.AsyncAppenderLog4j2Benchmark.throughput4Params;configFileName=perf5AsyncApndXferQNoLoc-noOpAppender.xml;17;20;23;30
apache/logging-log4j2;;org.apache.logging.log4j.perf.jmh.AsyncAppenderLogbackBenchmark.throughput3Params;;9;14;23;29
apache/logging-log4j2;;org.apache.logging.log4j.perf.jmh.AsyncLoggersBenchmark.throughput2Params;;13;15;23;26
ReactiveX/RxJava;;io.reactivex.FlowableFlatMapCompletableAsyncPerf.flatMapCompletable;items=1,maxConcurrency=1,work=10;19;21;23;26
ReactiveX/RxJava;;io.reactivex.FlowableFlatMapCompletableAsyncPerf.flatMapCompletable;items=1,maxConcurrency=8,work=1;15;15;23;24
ReactiveX/RxJava;;io.reactivex.JustAsyncPerf.pipelineSingle;;14;18;23;24
ReactiveX/RxJava;;io.reactivex.ReducePerf.obsSingle;times=1000000;13;13;23;24
apache/logging-log4j2;;org.apache.logging.log4j.perf.jmh.AsyncAppenderLog4j2Benchmark.throughputSimple;configFileName=perf5AsyncApndNoLoc-noOpAppender.xml;13;14;23;23
ReactiveX/RxJava;;io.reactivex.FlowableFlatMapCompletableAsyncPerf.flatMapCompletable;items=1,maxConcurrency=128,work=1;6;21;23;23
ReactiveX/RxJava;;io.reactivex.FlowableFlatMapCompletableAsyncPerf.flatMapCompletable;items=10,maxConcurrency=32,work=100;12;12;22;69
ReactiveX/RxJava;;io.reactivex.FlattenRangePerf.flowable;times=1000000;9;9;22;43
ReactiveX/RxJava;;io.reactivex.OperatorMergePerf.merge1SyncStreamOfN;size=1000;13;17;22;43
ReactiveX/RxJava;;io.reactivex.FlowableFlatMapCompletableSyncPerf.flatMap;items=100000,maxConcurrency=8;12;16;22;40
ReactiveX/RxJava;;io.reactivex.FlowableFlatMapCompletableSyncPerf.flatMap;items=100000,maxConcurrency=128;12;16;22;39
ReactiveX/RxJava;;io.reactivex.FlattenJustPerf.flowable;times=1000;12;16;22;38
ReactiveX/RxJava;;io.reactivex.XMapYPerf.flowFlatMapMaybeAsFlow1;times=10000;11;15;22;36
apache/logging-log4j2;;org.apache.logging.log4j.perf.jmh.AsyncAppenderLog4j2Benchmark.throughput2Params;configFileName=perf5AsyncApndNoLoc-noOpAppender.xml;16;17;22;35
ReactiveX/RxJava;;io.reactivex.FlowableFlatMapCompletableSyncPerf.flatMap;items=10000,maxConcurrency=128;10;12;22;35
ReactiveX/RxJava;;io.reactivex.FlowableFlatMapCompletableSyncPerf.flatMap;items=100,maxConcurrency=1;11;14;22;34
ReactiveX/RxJava;;io.reactivex.RxVsStreamPerf.rangeObservable;times=1000;12;15;22;34
apache/logging-log4j2;;org.apache.logging.log4j.perf.jmh.Log4jLogEventBenchmark.createLogEventWithoutExceptionUsingBuilder;;12;15;22;33
apache/logging-log4j2;;org.apache.logging.log4j.perf.jmh.SortedArrayVsHashMapBenchmark.iterateArrayContextDataBiConsumer;count=500,length=20;12;15;22;33
apache/logging-log4j2;;org.apache.logging.log4j.perf.jmh.ThreadContextBenchmark.putAndRemove;count=500,threadContextMapAlias=CopyOpenHash;13;16;22;33
ReactiveX/RxJava;;io.reactivex.FlowableFlatMapCompletableAsyncPerf.flatMapCompletable;items=1,maxConcurrency=256,work=100;17;17;22;33
ReactiveX/RxJava;;io.reactivex.EachTypeFlatMapPerf.bpRange;times=1;11;14;22;32
ReactiveX/RxJava;;io.reactivex.xmapz.ObservableFlatMapMaybeEmptyPerf.observableConvert;count=10000;11;13;22;31
ReactiveX/RxJava;;io.reactivex.FlowableFlatMapCompletableAsyncPerf.flatMapCompletable;items=10000,maxConcurrency=32,work=100;12;12;22;29
ReactiveX/RxJava;;io.reactivex.XMapYPerf.flowFlatMapIterable1;times=100000;11;13;22;28
ReactiveX/RxJava;;io.reactivex.xmapz.FlowableFlatMapMaybeEmptyPerf.flowableConvert;count=10000;11;14;22;28
ReactiveX/RxJava;;io.reactivex.XMapYPerf.obsFlatMapIterable1;times=10000;12;15;22;27
ReactiveX/RxJava;;io.reactivex.FlowableFlatMapCompletableAsyncPerf.flatMapCompletable;items=1000,maxConcurrency=256,work=1;11;11;22;26
ReactiveX/RxJava;;io.reactivex.xmapz.FlowableSwitchMapMaybePerf.flowablePlain;count=100;9;11;22;26
ReactiveX/RxJava;;io.reactivex.parallel.ParallelPerf.flatMap;compute=10,count=10000,parallelism=2;12;14;22;24
apache/logging-log4j2;;org.apache.logging.log4j.perf.jmh.AsyncAppenderLog4j1Benchmark.throughput9Params;;7;20;22;23
ReactiveX/RxJava;;io.reactivex.FlowableFlatMapCompletableAsyncPerf.flatMapCompletable;items=10,maxConcurrency=1,work=100;12;13;22;23
ReactiveX/RxJava;;io.reactivex.xmapz.ObservableConcatMapSinglePerf.observablePlain;count=1000000;10;10;22;23
ReactiveX/RxJava;;io.reactivex.parallel.ParallelPerf.parallel;compute=1,count=10000,parallelism=4;10;10;21;51
apache/logging-log4j2;;org.apache.logging.log4j.perf.jmh.ThreadContextBenchmark.legacyInjectWithoutProperties;count=500,threadContextMapAlias=CopySortedArray;6;6;21;39
ReactiveX/RxJava;;io.reactivex.XMapYPerf.flowFlatMapIterableAsFlow1;times=1000;10;13;21;33
apache/logging-log4j2;;org.apache.logging.log4j.perf.jmh.FileAppenderParamsBenchmark.param3Log4j2RAF;;12;14;21;32
ReactiveX/RxJava;;io.reactivex.FlowableFlatMapCompletableAsyncPerf.flatMapCompletable;items=1,maxConcurrency=32,work=1000;17;18;21;32
ReactiveX/RxJava;;io.reactivex.FlowableFlatMapCompletableAsyncPerf.flatMapCompletable;items=10000,maxConcurrency=128,work=10;10;13;21;32
ReactiveX/RxJava;;io.reactivex.FlowableFlatMapCompletableSyncPerf.flatMap;items=100,maxConcurrency=8;10;12;21;32
ReactiveX/RxJava;;io.reactivex.parallel.ParallelPerf.parallel;compute=1,count=10000,parallelism=1;12;14;21;32
ReactiveX/RxJava;;io.reactivex.xmapz.FlowableFlatMapSinglePerf.flowablePlain;count=100;11;14;21;32
ReactiveX/RxJava;;io.reactivex.xmapz.FlowableSwitchMapCompletablePerf.flowableDedicated;count=100;11;14;21;32
apache/logging-log4j2;;org.apache.logging.log4j.perf.jmh.ReflectionBenchmark.test10_getMessageUsingReflection;;12;14;21;31
ReactiveX/RxJava;;io.reactivex.XMapYPerf.flowFlatMapFlowable0;times=10;7;13;21;31
ReactiveX/RxJava;;io.reactivex.xmapz.ObservableSwitchMapSinglePerf.observablePlain;count=100000;11;14;21;31
ReactiveX/RxJava;;io.reactivex.FlowableFlatMapCompletableAsyncPerf.flatMapCompletable;items=10000,maxConcurrency=32,work=1000;5;5;21;30
ReactiveX/RxJava;;io.reactivex.xmapz.ObservableSwitchMapSinglePerf.observableConvert;count=10000;9;13;21;30
apache/logging-log4j2;;org.apache.logging.log4j.perf.jmh.SortedArrayVsHashMapBenchmark.putAllMap;count=500,length=20;5;5;21;27
ReactiveX/RxJava;;io.reactivex.PublishProcessorPerf.subject1;;11;15;21;27
ReactiveX/RxJava;;io.reactivex.xmapz.FlowableSwitchMapCompletablePerf.flowableConvert;count=1000000;12;13;21;27
apache/logging-log4j2;;org.apache.logging.log4j.perf.jmh.ThreadContextBenchmark.legacyInjectWithoutProperties;count=500,threadContextMapAlias=NoGcOpenHash;6;12;21;24
apache/logging-log4j2;;org.apache.logging.log4j.perf.jmh.ThreadContextBenchmark.legacyInjectWithProperties;count=500,threadContextMapAlias=NoGcSortedArray;6;6;21;24
ReactiveX/RxJava;;io.reactivex.EachTypeFlatMapPerf.bpRangeMapRange;times=1000;10;11;21;24
apache/logging-log4j2;;org.apache.logging.log4j.perf.jmh.AsyncAppenderLog4j2Benchmark.throughput5Params;configFileName=perf5AsyncApndDsrptrNoLoc-noOpAppender.xml;12;13;21;23
ReactiveX/RxJava;;io.reactivex.JustAsyncPerf.subscribeOnMaybe;;17;18;21;23
ReactiveX/RxJava;;io.reactivex.parallel.ParallelPerf.groupBy;compute=1,count=10000,parallelism=4;15;16;21;23
apache/logging-log4j2;;org.apache.logging.log4j.perf.jmh.AsyncAppenderLog4j1Benchmark.throughput6Params;;6;7;21;22
ReactiveX/RxJava;;io.reactivex.XMapYPerf.obsFlatMapIterableAsObs0;times=100000;10;14;20;37
ReactiveX/RxJava;;io.reactivex.FlowableFlatMapCompletableSyncPerf.flatMap;items=100000,maxConcurrency=256;12;16;20;36
ReactiveX/RxJava;;io.reactivex.EachTypeFlatMapPerf.nbpRangeMapRange;times=1000000;10;13;20;35
ReactiveX/RxJava;;io.reactivex.xmapz.ObservableFlatMapMaybePerf.observableDedicated;count=100;5;6;20;35
ReactiveX/RxJava;;io.reactivex.CallableAsyncPerf.observeOnObservable;;8;18;20;34
ReactiveX/RxJava;;io.reactivex.xmapz.ObservableSwitchMapCompletablePerf.observablePlain;count=100;5;14;20;34
ReactiveX/RxJava;;io.reactivex.XMapYPerf.obsFlatMapMaybeAsObs0;times=1000;10;13;20;33
ReactiveX/RxJava;;io.reactivex.XMapYPerf.obsFlatMapObservable1;times=10000;9;14;20;33
apache/logging-log4j2;;org.apache.logging.log4j.perf.jmh.MemoryHandlerJULBenchmark.throughput2Params;;11;14;20;32
apache/logging-log4j2;;org.apache.logging.log4j.perf.jmh.ThreadContextBenchmark.legacyInjectWithoutProperties;count=500,threadContextMapAlias=CopyOpenHash;5;13;20;32
ReactiveX/RxJava;;io.reactivex.XMapYPerf.flowFlatMapIterableAsFlow0;times=100;9;11;20;32
ReactiveX/RxJava;;io.reactivex.xmapz.FlowableFlatMapSinglePerf.flowableConvert;count=10000;10;14;20;32
apache/logging-log4j2;;org.apache.logging.log4j.perf.jmh.MemoryHandlerJULBenchmark.throughput10Params;;10;11;20;31
ReactiveX/RxJava;;io.reactivex.FlowableFlatMapCompletableSyncPerf.flatMap;items=10000,maxConcurrency=32;10;10;20;31
ReactiveX/RxJava;;io.reactivex.XMapYPerf.obsFlatMapCompletableAsObs0;times=100;9;11;20;31
ReactiveX/RxJava;;io.reactivex.XMapYPerf.obsFlatMapSingleAsObs1;times=10000;9;11;20;31
ReactiveX/RxJava;;io.reactivex.xmapz.FlowableFlatMapMaybePerf.flowableConvert;count=10000;9;11;20;31
apache/logging-log4j2;;org.apache.logging.log4j.perf.jmh.ClocksBenchmark.oldCachedClock;;11;13;20;30
apache/logging-log4j2;;org.apache.logging.log4j.perf.jmh.DebugDisabledBenchmark.log4jDebugStringConcatenation;;11;14;20;30
apache/logging-log4j2;;org.apache.logging.log4j.perf.jmh.FileAppenderBenchmark.log4j2RAF;;11;14;20;30
apache/logging-log4j2;;org.apache.logging.log4j.perf.jmh.PatternLayoutComparisonBenchmark.logback;;9;13;20;30
apache/logging-log4j2;;org.apache.logging.log4j.perf.jmh.SortedArrayVsHashMapBenchmark.putMap;count=500,length=20;11;14;20;30
apache/logging-log4j2;;org.apache.logging.log4j.perf.jmh.ThreadContextBenchmark.legacyInjectWithProperties;count=500,threadContextMapAlias=Default;6;6;20;30
apache/logging-log4j2;;org.apache.logging.log4j.perf.jmh.ThreadContextBenchmark.legacyInjectWithProperties;count=500,threadContextMapAlias=NoGcOpenHash;6;6;20;30
ReactiveX/RxJava;;io.reactivex.xmapz.FlowableSwitchMapMaybePerf.flowablePlain;count=100000;10;15;20;30
ReactiveX/RxJava;;io.reactivex.xmapz.ObservableFlatMapSinglePerf.observablePlain;count=100;11;13;20;30
apache/logging-log4j2;;org.apache.logging.log4j.perf.jmh.FormatterLoggerBenchmark.throughputParameterizedDouble;;11;13;20;29
ReactiveX/RxJava;;io.reactivex.xmapz.FlowableConcatMapCompletablePerf.flowableConvert;count=100;5;13;20;29
apache/logging-log4j2;;org.apache.logging.log4j.perf.jmh.AsyncLoggersBenchmark.throughput4Params;;10;14;20;26
ReactiveX/RxJava;;io.reactivex.CallableAsyncPerf.pipelineFlowable;;10;11;20;26
ReactiveX/RxJava;;io.reactivex.xmapz.FlowableFlatMapCompletablePerf.flowableConvert;count=10000;9;10;20;26
apache/logging-log4j2;;org.apache.logging.log4j.perf.jmh.AsyncAppenderLogbackBenchmark.throughput9Params;;6;14;20;25
apache/logging-log4j2;;org.apache.logging.log4j.perf.jmh.AsyncAppenderLog4j2Benchmark.throughput6Params;configFileName=perf5AsyncApndXferQNoLoc-noOpAppender.xml;15;17;20;24
apache/logging-log4j2;;org.apache.logging.log4j.perf.jmh.ThreadContextBenchmark.injectWithProperties;count=500,threadContextMapAlias=Default;6;6;20;24
ReactiveX/RxJava;;io.reactivex.EachTypeFlatMapPerf.bpRangeMapRange;times=1000000;9;12;20;24
apache/logging-log4j2;;org.apache.logging.log4j.perf.jmh.AsyncAppenderLog4j2Benchmark.throughput4Params;configFileName=perf5AsyncApndDsrptrNoLoc-noOpAppender.xml;12;15;20;23
apache/logging-log4j2;;org.apache.logging.log4j.perf.jmh.AsyncAppenderLog4j2Benchmark.throughput10Params;configFileName=perf5AsyncApndXferQNoLoc-noOpAppender.xml;12;19;20;21
ReactiveX/RxJava;;io.reactivex.FlowableFlatMapCompletableAsyncPerf.flatMapCompletable;items=10,maxConcurrency=256,work=1000;6;14;19;63
ReactiveX/RxJava;;io.reactivex.EachTypeFlatMapPerf.nbpRangeMapRange;times=1000;10;15;19;39
apache/logging-log4j2;;org.apache.logging.log4j.perf.jmh.FileAppenderWithLocationBenchmark.log4j1File;;10;14;19;38
ReactiveX/RxJava;;io.reactivex.xmapz.ObservableFlatMapCompletablePerf.observableConvert;count=100000;11;15;19;35
apache/logging-log4j2;;org.apache.logging.log4j.perf.jmh.ThreadContextBenchmark.legacyInjectWithProperties;count=50,threadContextMapAlias=CopyOpenHash;10;12;19;34
ReactiveX/RxJava;;io.reactivex.FlowableFlatMapCompletableSyncPerf.flatMap;items=10000,maxConcurrency=256;9;10;19;33
ReactiveX/RxJava;;io.reactivex.XMapYPerf.flowFlatMapMaybeAsFlow0;times=10000;9;11;19;33
ReactiveX/RxJava;;io.reactivex.xmapz.ObservableFlatMapSinglePerf.observableConvert;count=100;10;12;19;32
ReactiveX/RxJava;;io.reactivex.XMapYPerf.flowFlatMapCompletableAsFlow0;times=100;10;11;19;31
ReactiveX/RxJava;;io.reactivex.xmapz.FlowableConcatMapMaybePerf.flowablePlain;count=1;10;12;19;31
ReactiveX/RxJava;;io.reactivex.xmapz.ObservableSwitchMapMaybePerf.observablePlain;count=1000;6;10;19;31
ReactiveX/RxJava;;io.reactivex.xmapz.FlowableSwitchMapMaybePerf.flowableDedicated;count=1000;7;7;19;30
apache/logging-log4j2;;org.apache.logging.log4j.perf.jmh.SortedArrayVsHashMapBenchmark.iterateHashContextDataBiConsumer;count=500,length=20;11;13;19;29
ReactiveX/RxJava;;io.reactivex.FlowableFlatMapCompletableSyncPerf.flatMap;items=100,maxConcurrency=256;9;11;19;29
ReactiveX/RxJava;;io.reactivex.OperatorFlatMapPerf.flatMapIntPassthruSync;size=1000;9;10;19;29
ReactiveX/RxJava;;io.reactivex.xmapz.FlowableSwitchMapCompletablePerf.flowableDedicated;count=100000;7;8;19;29
apache/logging-log4j2;;org.apache.logging.log4j.perf.jmh.AsyncLoggersBenchmark.throughput3Params;;11;13;19;27
ReactiveX/RxJava;;io.reactivex.xmapz.ObservableSwitchMapCompletablePerf.observablePlain;count=1000;5;6;19;26
apache/logging-log4j2;;org.apache.logging.log4j.perf.jmh.AsyncAppenderLogbackLocationBenchmark.throughputSimple;;9;15;19;25
ReactiveX/RxJava;;io.reactivex.RxVsStreamPerf.range;times=1000;12;13;19;25
ReactiveX/RxJava;;io.reactivex.RxVsStreamPerf.rangeObservable;times=1;11;14;19;24
ReactiveX/RxJava;;io.reactivex.xmapz.ObservableSwitchMapMaybeEmptyPerf.observableConvert;count=10000;10;13;19;24
apache/logging-log4j2;;org.apache.logging.log4j.perf.jmh.ThreadContextBenchmark.injectWithoutProperties;count=50,threadContextMapAlias=NoGcOpenHash;12;14;19;22
ReactiveX/RxJava;;io.reactivex.EachTypeFlatMapPerf.nbpRange;times=1;10;13;19;22
ReactiveX/RxJava;;io.reactivex.xmapz.FlowableFlatMapCompletablePerf.flowableConvert;count=100;9;11;19;22
apache/logging-log4j2;;org.apache.logging.log4j.perf.jmh.ThreadContextBenchmark.putAndRemove;count=50,threadContextMapAlias=Default;5;14;19;21
ReactiveX/RxJava;;io.reactivex.JustAsyncPerf.observeOnFlowable;;12;12;19;20
ReactiveX/RxJava;;io.reactivex.JustAsyncPerf.subscribeOnCompletable;;17;19;19;20
ReactiveX/RxJava;;io.reactivex.xmapz.ObservableFlatMapMaybeEmptyPerf.observableConvert;count=100;7;10;19;19
apache/logging-log4j2;;org.apache.logging.log4j.perf.jmh.AsyncAppenderLogbackBenchmark.throughput1Param;;17;18;18;93
apache/logging-log4j2;;org.apache.logging.log4j.perf.jmh.FileAppenderBenchmark.log4j1File;;16;17;18;51
apache/logging-log4j2;;org.apache.logging.log4j.perf.jmh.FileAppenderThrowableBenchmark.complexLog4j2ThrowableAsync;;6;6;18;48
ReactiveX/RxJava;;io.reactivex.CallableAsyncPerf.subscribeOnCompletable;;16;18;18;44
apache/logging-log4j2;;org.apache.logging.log4j.perf.jmh.AsyncAppenderLog4j2Benchmark.throughput2Params;configFileName=perf5AsyncApndXferQNoLoc-noOpAppender.xml;16;18;18;43
apache/logging-log4j2;;org.apache.logging.log4j.perf.jmh.AsyncAppenderLog4j2Benchmark.throughput6Params;configFileName=perf5AsyncApndMpscQNoLoc-noOpAppender.xml;13;14;18;35
ReactiveX/RxJava;;io.reactivex.FlowableFlatMapCompletableSyncPerf.flatMap;items=100,maxConcurrency=128;10;12;18;33
ReactiveX/RxJava;;io.reactivex.RxVsStreamPerf.rangeFlatMap;times=1000;10;12;18;33
ReactiveX/RxJava;;io.reactivex.XMapYPerf.obsFlatMapCompletableAsObs0;times=100000;10;14;18;33
ReactiveX/RxJava;;io.reactivex.xmapz.ObservableSwitchMapMaybePerf.observablePlain;count=100000;10;13;18;32
ReactiveX/RxJava;;io.reactivex.FlowableFlatMapCompletableSyncPerf.flatMap;items=10000,maxConcurrency=1;9;11;18;31
ReactiveX/RxJava;;io.reactivex.xmapz.ObservableSwitchMapMaybeEmptyPerf.observableDedicated;count=100;10;12;18;31
ReactiveX/RxJava;;io.reactivex.FlattenRangePerf.flowable;times=10000;9;11;18;30
ReactiveX/RxJava;;io.reactivex.xmapz.FlowableFlatMapSinglePerf.flowableConvert;count=100;9;11;18;30
ReactiveX/RxJava;;io.reactivex.xmapz.ObservableSwitchMapCompletablePerf.observableDedicated;count=10000;9;10;18;30
ReactiveX/RxJava;;io.reactivex.FlowableFlatMapCompletableSyncPerf.flatMap;items=1000,maxConcurrency=1;9;11;18;29
ReactiveX/RxJava;;io.reactivex.XMapYPerf.flowFlatMapCompletableAsFlow0;times=1000;9;10;18;29
ReactiveX/RxJava;;io.reactivex.XMapYPerf.flowFlatMapSingleAsFlow1;times=10000;9;10;18;29
ReactiveX/RxJava;;io.reactivex.XMapYPerf.flowFlatMapSingleAsFlow1;times=100000;9;10;18;29
ReactiveX/RxJava;;io.reactivex.xmapz.FlowableSwitchMapSinglePerf.flowablePlain;count=1000;9;10;18;29
ReactiveX/RxJava;;io.reactivex.EachTypeFlatMapPerf.bpRangeMapJust;times=1000;9;10;18;28
ReactiveX/RxJava;;io.reactivex.XMapYPerf.flowFlatMapIterableAsFlow0;times=1000;9;11;18;28
ReactiveX/RxJava;;io.reactivex.XMapYPerf.flowFlatMapMaybeAsFlow0;times=1000;9;10;18;28
ReactiveX/RxJava;;io.reactivex.XMapYPerf.obsFlatMapSingleAsObs1;times=100;9;10;18;28
ReactiveX/RxJava;;io.reactivex.xmapz.FlowableFlatMapMaybePerf.flowableConvert;count=10;10;13;18;28
ReactiveX/RxJava;;io.reactivex.xmapz.FlowableFlatMapMaybePerf.flowableConvert;count=100;9;11;18;28
ReactiveX/RxJava;;io.reactivex.xmapz.ObservableFlatMapMaybeEmptyPerf.observableConvert;count=100000;9;10;18;28
ReactiveX/RxJava;;io.reactivex.xmapz.ObservableSwitchMapMaybePerf.observableDedicated;count=100;9;11;18;28
ReactiveX/RxJava;;io.reactivex.xmapz.ObservableSwitchMapMaybePerf.observablePlain;count=10000;9;11;18;28
ReactiveX/RxJava;;io.reactivex.xmapz.ObservableSwitchMapSinglePerf.observableConvert;count=100;9;11;18;28
apache/logging-log4j2;;org.apache.logging.log4j.perf.jmh.CollectionsBenchmark.iterMap1Element;;7;7;18;27
apache/logging-log4j2;;org.apache.logging.log4j.perf.jmh.FileAppenderParamsBenchmark.param3Log4j2File;;10;13;18;27
apache/logging-log4j2;;org.apache.logging.log4j.perf.jmh.ReflectionBenchmark.reflectionUtilGetClass;;7;13;18;27
ReactiveX/RxJava;;io.reactivex.FlowableFlatMapCompletableAsyncPerf.flatMapCompletable;items=1000,maxConcurrency=1,work=10;11;13;18;27
ReactiveX/RxJava;;io.reactivex.parallel.ParallelPerf.groupBy;compute=10,count=10000,parallelism=1;10;13;18;27
ReactiveX/RxJava;;io.reactivex.xmapz.FlowableSwitchMapMaybeEmptyPerf.flowableDedicated;count=100;8;10;18;27
ReactiveX/RxJava;;io.reactivex.FlattenJustPerf.observable;times=1;10;12;18;26
ReactiveX/RxJava;;io.reactivex.XMapYPerf.flowFlatMapSingleAsFlow1;times=100;9;12;18;26
apache/logging-log4j2;;org.apache.logging.log4j.perf.jmh.MemoryHandlerJULBenchmark.throughput6Params;;9;11;18;25
ReactiveX/RxJava;;io.reactivex.FlowableFlatMapCompletableAsyncPerf.flatMapCompletable;items=10,maxConcurrency=32,work=10;5;11;18;22
apache/logging-log4j2;;org.apache.logging.log4j.perf.jmh.ConcurrentAsyncLoggerToFileBenchmark.concurrentLoggingThreads;asyncLoggerType=ASYNC_CONFIG,queueFullPolicy=ENQUEUE;12;12;18;21
